lime_tha,emmean,SE,df,lower.CL,upper.CL,admin2_gadm,crop
3.5,1.754593066816042,0.11888173359556731,11.42951167968884,1.494130818116995,2.015055315515089,Mbozi,Maize
4,1.858243172408886,0.11920565509204656,11.56350159802929,1.5974248121676844,2.1190615326500875,Mbozi,Maize
4.5,1.9235287006516102,0.11864789982030664,11.33348306443916,1.6633208768451746,2.1837365244580456,Mbozi,Maize
5,1.9504496515442153,0.11742694769248652,10.841475395420638,1.6915328548750928,2.2093664482133377,Mbozi,Maize
5.5,1.939006025086703,0.11596674499019716,10.273469809806038,1.6815453026253402,2.1964667475480657,Mbozi,Maize
6,1.8891978212790694,0.11492047748391569,9.879890458226567,1.632716463849447,2.1456791787086917,Mbozi,Maize
6.5,1.8010250401213204,0.11517364837607627,9.974112475569417,1.5443118477234679,2.057738232519173,Mbozi,Maize
7,1.6744876816134513,0.11778127311285674,10.982641960471232,1.4152028502158736,1.933772513011029,Mbozi,Maize
0,0.003024931538686451,0.13429090080901962,10.307027364654875,-0.29499006334152844,0.3010399264189013,Geita,Maize
0.5,0.37522707858236115,0.13038058206476724,9.008222012499598,0.08032674148439684,0.6701274156803254,Geita,Maize
1,0.7090646482759165,0.1293872083056498,8.697756887981445,0.41481266610362033,1.0033166304482126,Geita,Maize
1.5,1.0045376406193534,0.13027883172200577,8.976065537166251,0.7097066148016082,1.2993686664370985,Geita,Maize
2,1.2616460556126716,0.13211786001314602,9.569958168318877,0.9654661494458732,1.55782596177947,Geita,Maize
2.5,1.4803898932558717,0.13416022733065436,10.261603559561783,1.1824920390603706,1.7782877474513727,Geita,Maize
3,1.6607691535489515,0.13587910584391158,10.870568102867857,1.3612662327533687,1.9602720743445343,Geita,Maize
3.5,1.8027838364919138,0.1369505753693027,11.262873007537623,1.5022137747038027,2.103353898280025,Geita,Maize
4,1.9064339420847576,0.13723185387226816,11.367499007506378,1.605575772401098,2.2072921117684174,Geita,Maize
4.5,1.9717194703274823,0.13674764218466498,11.18781382700513,1.6713552473449351,2.2720836933100297,Geita,Maize
5,1.9986404212200874,0.13568965161599356,10.802224028197914,1.699321031541112,2.297959810899063,Geita,Maize
5.5,1.987196794762575,0.13442797125195827,10.354827869894592,1.6890580356845268,2.285335553840623,Geita,Maize
6,1.9373885909549413,0.1335264380429108,10.043302010273305,1.6400469293872946,2.234730252522588,Geita,Maize
6.5,1.849215809797192,0.13374439349577416,10.117998912197924,1.5516851406783463,2.1467464789160378,Geita,Maize
7,1.722678451289323,0.13599640365606053,10.913035633070745,1.4230611080740367,2.022295794504609,Geita,Maize
0,0.04582912187868795,0.0290272792065367,106.12210340579007,-0.01171951794844582,0.10337776170582172,Jimma,Soybean
