crop,lime_tha,r_p,prob_profit,r_p_obs
Beans,1,6.75,0.541241610738255,4.052001145095452
Beans,1,7,0.5516845637583893,4.052001145095452
Beans,1,7.25,0.5656577181208053,4.052001145095452
Beans,1,7.5,0.5683221476510067,4.052001145095452
Beans,1,7.75,0.5830402684563758,4.052001145095452
Beans,1,8,0.5878255033557047,4.052001145095452
Beans,1,8.25,0.5951409395973154,4.052001145095452
Beans,1,8.5,0.6013355704697987,4.052001145095452
Beans,1,8.75,0.6040536912751678,4.052001145095452
Beans,1,9,0.6078255033557047,4.052001145095452
Beans,1,9.25,0.6126107382550335,4.052001145095452
Beans,1,9.5,0.6186241610738255,4.052001145095452
Beans,1,9.75,0.6205302013422819,4.052001145095452
Beans,1,10,0.6263758389261745,4.052001145095452
Beans,2.5,0.5,0,4.052001145095452
Beans,2.5,0.75,0.0017905405405405405,4.052001145095452
Beans,2.5,1,0.01127027027027027,4.052001145095452
Beans,2.5,1.25,0.026513513513513512,4.052001145095452
Beans,2.5,1.5,0.040533783783783785,4.052001145095452
Beans,2.5,1.75,0.05614189189189189,4.052001145095452
Beans,2.5,2,0.07369594594594595,4.052001145095452
Beans,2.5,2.25,0.09206756756756757,4.052001145095452
Beans,2.5,2.5,0.11437162162162162,4.052001145095452
Beans,2.5,2.75,0.1345135135135135,4.052001145095452
Beans,2.5,3,0.15654054054054053,4.052001145095452
Beans,2.5,3.25,0.18005405405405406,4.052001145095452
Beans,2.5,3.5,0.19627702702702704,4.052001145095452
Beans,2.5,3.75,0.21692567567567567,4.052001145095452
Beans,2.5,4,0.23469594594594595,4.052001145095452
Beans,2.5,4.25,0.25231756756756757,4.052001145095452
Beans,2.5,4.5,0.2701283783783784,4.052001145095452
Beans,2.5,4.75,0.2888918918918919,4.052001145095452
Beans,2.5,5,0.305472972972973,4.052001145095452
Beans,2.5,5.25,0.3226013513513514,4.052001145095452
Beans,2.5,5.5,0.3431756756756757,4.052001145095452
Beans,2.5,5.75,0.3624054054054054,4.052001145095452
Beans,2.5,6,0.37895945945945947,4.052001145095452
Beans,2.5,6.25,0.3946418918918919,4.052001145095452
Beans,2.5,6.5,0.4173445945945946,4.052001145095452
Beans,2.5,6.75,0.43348648648648647,4.052001145095452
Beans,2.5,7,0.4572432432432432,4.052001145095452
Beans,2.5,7.25,0.47016891891891893,4.052001145095452
Beans,2.5,7.5,0.4941148648648649,4.052001145095452
Beans,2.5,7.75,0.5109256756756757,4.052001145095452
Beans,2.5,8,0.5250743243243243,4.052001145095452
Beans,2.5,8.25,0.5441148648648648,4.052001145095452
Beans,2.5,8.5,0.5563648648648649,4.052001145095452
Beans,2.5,8.75,0.5793851351351351,4.052001145095452
Beans,2.5,9,0.5933108108108108,4.052001145095452
Beans,2.5,9.25,0.6045405405405405,4.052001145095452
Beans,2.5,9.5,0.622,4.052001145095452
Beans,2.5,9.75,0.6249527027027028,4.052001145095452
Beans,2.5,10,0.6324932432432433,4.052001145095452
Beans,7,0.5,0,4.052001145095452
Beans,7,0.75,0,4.052001145095452
Beans,7,1,0,4.052001145095452
Beans,7,1.25,2.027027027027027e-5,4.052001145095452
Beans,7,1.5,6.081081081081081e-5,4.052001145095452
Beans,7,1.75,5.135135135135136e-4,4.052001145095452
Beans,7,2,0.0025405405405405407,4.052001145095452
Beans,7,2.25,0.006560810810810811,4.052001145095452
Beans,7,2.5,0.012743243243243243,4.052001145095452
Beans,7,2.75,0.018047297297297298,4.052001145095452
Beans,7,3,0.02452027027027027,4.052001145095452
Beans,7,3.25,0.031087837837837837,4.052001145095452
Beans,7,3.5,0.04051351351351351,4.052001145095452
Beans,7,3.75,0.05096621621621621,4.052001145095452
Beans,7,4,0.06183783783783784,4.052001145095452
Beans,7,4.25,0.07602702702702703,4.052001145095452
Beans,7,4.5,0.08443918918918919,4.052001145095452
Beans,7,4.75,0.09864189189189189,4.052001145095452
Beans,7,5,0.11177027027027027,4.052001145095452
Beans,7,5.25,0.1253581081081081,4.052001145095452
Beans,7,5.5,0.13631756756756758,4.052001145095452
Beans,7,5.75,0.15242567567567566,4.052001145095452
Beans,7,6,0.16083108108108107,4.052001145095452
Beans,7,6.25,0.17500675675675675,4.052001145095452
Beans,7,6.5,0.1861891891891892,4.052001145095452
Beans,7,6.75,0.1996554054054054,4.052001145095452
Beans,7,7,0.20962162162162162,4.052001145095452
Beans,7,7.25,0.22205405405405407,4.052001145095452
Beans,7,7.5,0.23479054054054055,4.052001145095452
Beans,7,7.75,0.24569594594594596,4.052001145095452
Beans,7,8,0.2573175675675676,4.052001145095452
Beans,7,8.25,0.2665,4.052001145095452
Beans,7,8.5,0.27809459459459457,4.052001145095452
Beans,7,8.75,0.2862027027027027,4.052001145095452
Beans,7,9,0.2958918918918919,4.052001145095452
Beans,7,9.25,0.3026689189189189,4.052001145095452
Beans,7,9.5,0.3148581081081081,4.052001145095452
Beans,7,9.75,0.3212837837837838,4.052001145095452
Beans,7,10,0.3292364864864865,4.052001145095452
