crop,tau,tau_lab,lime_tha,yield_resp,profit_yr1,npv
Maize,0.2,Q20,2.9000000000000004,0.8899479329209222,-106.35260472400981,162.24573754780545
Maize,0.2,Q20,3,0.9075412670247679,-113.20792356449851,160.70032527658907
Maize,0.2,Q20,3.1,0.9242616327518105,-120.27577491452786,158.67890681361848
Maize,0.2,Q20,3.2,0.9401090301020498,-127.55615877409778,156.1814821588938
Maize,0.2,Q20,3.3000000000000003,0.9550834590754862,-135.04907514320823,153.20805131241497
Maize,0.2,Q20,3.4000000000000004,0.9691849196721191,-142.7545240218594,149.75861427418164
Maize,0.2,Q20,3.5,0.9824134118919489,-150.6725054100511,145.8331710441944
Maize,0.2,Q20,3.6,0.9947689357349753,-158.80301930778342,141.4317216224527
Maize,0.2,Q20,3.7,1.0062514912011988,-167.1460657150563,136.5542660089571
Maize,0.2,Q20,3.8000000000000003,1.016861078290619,-175.7016446318699,131.20080420370704
Maize,0.2,Q20,3.9000000000000004,1.0265976970032358,-184.469756058224,125.37133620670295
Maize,0.2,Q20,4,1.0354613473390495,-193.4503999941187,119.06586201794454
Maize,0.2,Q20,4.1000000000000005,1.04345202929806,-202.64357643955412,112.28438163743192
Maize,0.2,Q20,4.2,1.0505697428802674,-212.04928539453,105.02689506516515
Maize,0.2,Q20,4.3,1.0568144880856714,-221.66752685904652,97.29340230114411
Maize,0.2,Q20,4.4,1.0621862649142724,-231.4983008331037,89.08390334536898
Maize,0.2,Q20,4.5,1.06668507336607,-241.5416073167014,80.39839819783958
Maize,0.2,Q20,4.6000000000000005,1.0703109134410647,-251.79744630983976,71.23688685855609
Maize,0.2,Q20,4.7,1.073063785139256,-262.2658178125188,61.59936932751816
Maize,0.2,Q20,4.800000000000001,1.0749436884606438,-272.9467218247384,51.48584560472602
Maize,0.2,Q20,4.9,1.0759506234052287,-283.84015834649847,40.896315690179904
Maize,0.2,Q20,5,1.0760845899730105,-294.94612737779926,29.830779583879462
Maize,0.2,Q20,5.1000000000000005,1.0753455881639888,-306.26462891864065,18.28923728582481
Maize,0.2,Q20,5.2,1.073733617978164,-317.7956629690227,6.271688796015837
Maize,0.2,Q20,5.300000000000001,1.0712486794155363,-329.53922952894527,-6.221865885547118
Maize,0.2,Q20,5.4,1.0678907724761053,-341.4953285984083,-19.191426758864168
Maize,0.2,Q20,5.5,1.0636598971598705,-353.66396017741226,-32.636993823935995
Maize,0.2,Q20,5.6000000000000005,1.058556053466833,-366.04512426595664,-46.55856708076158
Maize,0.2,Q20,5.7,1.0525792413969925,-378.63882086404146,-60.95614652934114
Maize,0.2,Q20,5.800000000000001,1.0457294609503482,-391.44504997166723,-75.82973216967548
Maize,0.2,Q20,5.9,1.0380067121269012,-404.4638115888334,-91.17932400176369
Maize,0.2,Q20,6,1.0294109949266508,-417.6951057155401,-107.0049220256061
Maize,0.2,Q20,6.1000000000000005,1.0199423093495972,-431.1389323517877,-123.30652624120296
Maize,0.2,Q20,6.2,1.0096006553957402,-444.79529149757565,-140.0841366485538
Maize,0.2,Q20,6.300000000000001,0.9983860330650802,-458.6641831529043,-157.33775324765895
Maize,0.2,Q20,6.4,0.9862984423576171,-472.74560731777353,-175.0673760385182
Maize,0.2,Q20,6.5,0.973337883273351,-487.03956399218316,-193.27300502113144
Maize,0.2,Q20,6.6000000000000005,0.9595043558122809,-501.54605317613374,-211.95464019549945
Maize,0.2,Q20,6.7,0.9447978599744083,-516.2650748696248,-231.11228156162122
Maize,0.2,Q20,6.800000000000001,0.9292183957597324,-531.1966290726564,-250.74592911949725
Maize,0.2,Q20,6.9,0.9127659631682528,-546.3407157852287,-270.8555828691277
Maize,0.2,Q20,7,0.8954405621999706,-561.6973350073414,-291.44124281051216
Maize,0.5,Q50,0.1,0.07997761528404575,8.332731709140152,32.47105945786755
Maize,0.5,Q50,0.2,0.15831966131755398,16.26726842453136,64.05028696513267
Maize,0.5,Q50,0.30000000000000004,0.23502613810052475,23.803610146173625,94.73768252179536
Maize,0.5,Q50,0.4,0.310097045632958,30.94175687406694,124.53324612785565
Maize,0.5,Q50,0.5,0.3835323839148537,37.681708608211316,153.4369777833135
Maize,0.5,Q50,0.6000000000000001,0.45533215294621204,44.02346534860676,181.448877488169
Maize,0.5,Q50,0.7000000000000001,0.5254963527270328,49.96702709525324,208.56894524242196
Maize,0.5,Q50,0.8,0.594024983257316,55.512393848150765,234.79718104607252
Maize,0.5,Q50,0.9,0.6609180445370617,60.65956560729937,260.1335848991207
Maize,0.5,Q50,1,0.72617553656627,65.40854237269905,284.5781568015665
Maize,0.5,Q50,1.1,0.7897974593449408,69.75932414434976,308.13089675340984
Maize,0.5,Q50,1.2000000000000002,0.8517838128730743,73.71191092225155,330.7918047546508
Maize,0.5,Q50,1.3,0.9121345971506699,77.26630270640436,352.56088080528923
Maize,0.5,Q50,1.4000000000000001,0.9708498121777283,80.42249949680823,373.4381249053253
Maize,0.5,Q50,1.5,1.027929457954249,83.18050129346321,393.423537054759
Maize,0.5,Q50,1.6,1.0833735344802324,85.54030809636919,412.5171172535902
Maize,0.5,Q50,1.7000000000000002,1.1371820417556782,87.50191990552625,430.718865501819
Maize,0.5,Q50,1.8,1.1893549797805862,89.06533672093431,448.02878179944526
Maize,0.5,Q50,1.9000000000000001,1.2398923485549573,90.23055854259351,464.44686614646935
Maize,0.5,Q50,2,1.2887941480787906,90.99758537050374,479.9731185428908
Maize,0.5,Q50,2.1,1.3360603783520864,91.36641720466503,494.60753898871
Maize,0.5,Q50,2.2,1.3816910393748447,91.33705404507731,508.35012748392666
Maize,0.5,Q50,2.3000000000000003,1.4256861311470657,90.90949589174079,521.200884028541
Maize,0.5,Q50,2.4000000000000004,1.468045653668749,90.08374274465518,533.1598086225529
Maize,0.5,Q50,2.5,1.5087696069398948,88.85979460382072,544.2269012659624
Maize,0.5,Q50,2.6,1.5478579909605028,87.23765146923716,554.40216195876906
Maize,0.5,Q50,2.7,1.585310805730574,85.21731334090492,563.685590700974
Maize,0.5,Q50,2.8000000000000003,1.6211280512501074,82.79878021882354,572.0771874925761
Maize,0.5,Q50,2.9000000000000004,1.655309727519103,79.9820521029933,579.576952333576
Maize,0.5,Q50,3,1.6878558345375614,76.76712899341408,586.1848852239732
Maize,0.5,Q50,3.1,1.7187663723054825,73.15401089008594,591.9009861637682
Maize,0.5,Q50,3.2,1.7480413408228654,69.14269779300872,596.7252551529605
Maize,0.5,Q50,3.3000000000000003,1.7756807400897117,64.73318970218276,600.6576921915507
Maize,0.5,Q50,3.4000000000000004,1.8016845701060198,59.9254866176077,603.6982972795381
Maize,0.5,Q50,3.5,1.8260528308717907,54.71958853928379,605.8470704169234
Maize,0.5,Q50,3.6,1.8487855223870242,49.11549546721096,607.1040116037063
Maize,0.5,Q50,3.7,1.8698826446517198,43.11320740138905,607.4691208398865
Maize,0.5,Q50,3.8000000000000003,1.8893441976658785,36.71272434181833,606.9423981254647
Maize,0.5,Q50,3.9000000000000004,1.9071701814294997,29.914046288498753,605.5238434604405
Maize,0.5,Q50,4,1.923360595942583,22.71717324143009,603.2134568448134
Maize,0.5,Q50,4.1000000000000005,1.9379154412051287,15.122105200612339,600.011238278584
Maize,0.5,Q50,4.2,1.9508347172171374,7.128842166045956,595.9171877617524
Maize,0.5,Q50,4.3,1.9621184239786083,-1.262615862269513,590.9313052943185
Maize,0.5,Q50,4.4,1.9717665614895414,-10.052268884334069,585.0535908762816
Maize,0.5,Q50,4.5,1.9797791297499374,-19.240116900147314,578.2840445076429
Maize,0.5,Q50,4.6000000000000005,1.986156128759796,-28.826159909709645,570.6226661884014
Maize,0.5,Q50,4.7,1.9908975585191167,-38.810397913021006,562.0694559185574
Maize,0.5,Q50,4.800000000000001,1.9940034190279001,-49.19283091008123,552.6244136981111
Maize,0.5,Q50,4.9,1.995473710286146,-59.97345890089031,542.2875395270624
Maize,0.5,Q50,5,1.995308432293855,-71.15228188544825,531.0588334054117
Maize,0.5,Q50,5.1000000000000005,1.9935075850510258,-82.72929986375539,518.938295333158
Maize,0.5,Q50,5.2,1.9900711685576589,-94.70451283581144,505.925925310302
Maize,0.5,Q50,5.300000000000001,1.9849991828137548,-107.07792080161641,492.0217233368436
Maize,0.5,Q50,5.4,1.9782916278193137,-119.84952376117008,477.22568941278314
Maize,0.5,Q50,5.5,1.9699485035743343,-133.019321714473,461.5378235381197
Maize,0.5,Q50,5.6000000000000005,1.9599698100788174,-146.58731466152489,444.95812571285387
Maize,0.5,Q50,5.7,1.948355547332764,-160.5535026023253,427.4865959369862
Maize,0.5,Q50,5.800000000000001,1.9351057153361724,-174.91788553687502,409.12323421051576
Maize,0.5,Q50,5.9,1.9202203140890433,-189.68046346517366,389.8680405334427
Maize,0.5,Q50,6,1.9036993435913772,-204.841236387221,369.7210149057678
Maize,0.5,Q50,6.1000000000000005,1.8855428038431727,-220.4002043030177,348.68215732748956
Maize,0.5,Q50,6.2,1.865750694844431,-236.35736721256313,326.7514677986094
Maize,0.5,Q50,6.300000000000001,1.8443230165951523,-252.71272511585738,303.928946319127
Maize,0.5,Q50,6.4,1.8212597690953356,-269.4662780129008,280.2145928890419
Maize,0.5,Q50,6.5,1.7965609523449817,-286.6180259036929,255.60840750835462
Maize,0.5,Q50,6.6000000000000005,1.7702265663440906,-304.167968788234,230.11039017706503
Maize,0.5,Q50,6.7,1.7422566110926616,-322.11610666652416,203.7205408951728
Maize,0.5,Q50,6.800000000000001,1.7126510865906948,-340.4624395385634,176.43885966267783
Maize,0.5,Q50,6.9,1.6814099928381911,-359.20696740435125,148.265346479581
Maize,0.5,Q50,7,1.6485333298351497,-378.3496902638882,119.20000134588156
Maize,0.8,Q80,0.1,0.13471202840812946,21.658348637089944,62.316263753245835
Maize,0.8,Q80,0.2,0.26665270270656394,42.64198458193317,123.12138260043093
Maize,0.8,Q80,0.30000000000000004,0.39582202289530327,62.950907834529644,182.41535654155524
Maize,0.8,Q80,0.4,0.5222199889743475,82.58511839487937,240.19818557661876
Maize,0.8,Q80,0.5,0.6458466009436967,101.54461626298234,296.4698697056215
Maize,0.8,Q80,0.6000000000000001,0.766701858803351,119.82940143883863,351.23040892856346
Maize,0.8,Q80,0.7000000000000001,0.88478576255331,137.43947392244814,404.4798032454446
Maize,0.8,Q80,0.8,1.000098312193574,154.37483371381092,456.21805265626494
Maize,0.8,Q80,0.9,1.1126395077241427,170.63548081292691,506.4451571610245
Maize,0.8,Q80,1,1.2224093491450165,186.22141521979614,555.1611167597232
Maize,0.8,Q80,1.1,1.3294078364561954,201.13263693441874,602.3659314523613
Maize,0.8,Q80,1.2000000000000002,1.4336349696576793,215.36914595679457,648.0596012389386
Maize,0.8,Q80,1.3,1.5350907487494678,228.93094228692362,692.2421261194551
Maize,0.8,Q80,1.4000000000000001,1.6337751737315613,241.8180259248059,734.9135060939107
Maize,0.8,Q80,1.5,1.7296882446039594,254.03039687044145,776.0737411623054
Maize,0.8,Q80,1.6,1.8228299613666632,265.56805512383033,815.7228313246396
Maize,0.8,Q80,1.7000000000000002,1.9132003240196718,276.43100068497245,853.8607765809129
Maize,0.8,Q80,1.8,2.000799332562985,286.61923355386784,890.4875769311255
Maize,0.8,Q80,1.9000000000000001,2.085626986996603,296.13275373051647,925.6032323752773
Maize,0.8,Q80,2,2.167683287320526,304.9715612149182,959.207742913368
Maize,0.8,Q80,2.1,2.2469682335347545,313.13565600707346,991.3011085453984
Maize,0.8,Q80,2.2,2.3234818256392877,320.6250381069819,1021.883329271368
Maize,0.8,Q80,2.3000000000000003,2.3972240636341255,327.4397075146436,1050.9544050912766
