lime_tha,yield_resp,yield_resp_lo,yield_resp_hi,crop,lime_price,price_ratio_obs,r_p,profit,profit_lo,profit_hi
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,7.5,38.37242351598174,19.826680365296795,56.91816666666668
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,7.75,41.5079350456621,22.344000456621004,60.67186963470319
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,8,44.64344657534247,24.8613205479452,64.42557260273973
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,8.25,47.77895810502284,27.378640639269396,68.17927557077627
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,8.5,50.9144696347032,29.895960730593604,71.93297853881278
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,8.75,54.04998116438357,32.4132808219178,75.68668150684931
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,9,57.18549269406393,34.93060091324201,79.44038447488585
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,9.25,60.32100422374429,37.447921004566204,83.19408744292238
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,9.5,63.45651575342467,39.9652410958904,86.9477904109589
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,9.75,66.59202728310503,42.48256118721461,90.70149337899544
0.5,0.1126,0.0904,0.1348,Beans,111.38584474885845,4.052001145095452,10,69.7275388127854,44.9998812785388,94.45519634703197
1,0.2148,0.1734,0.2562,Beans,111.38584474885845,4.052001145095452,0.5,-99.42300502283105,-101.72869200913242,-97.11731803652968
1,0.2148,0.1734,0.2562,Beans,111.38584474885845,4.052001145095452,0.75,-93.44158515981735,-96.9001156392694,-89.98305468036529
1,0.2148,0.1734,0.2562,Beans,111.38584474885845,4.052001145095452,1,-87.46016529680365,-92.07153926940639,-82.84879132420092
1,0.2148,0.1734,0.2562,Beans,111.38584474885845,4.052001145095452,1.25,-81.47874543378995,-87.24296289954337,-75.71452796803653
1,0.2148,0.1734,0.2562,Beans,111.38584474885845,4.052001145095452,1.5,-75.49732557077625,-82.41438652968037,-68.58026461187215
1,0.2148,0.1734,0.2562,Beans,111.38584474885845,4.052001145095452,1.75,-69.51590570776256,-77.58581015981736,-61.446001255707756
1,0.2148,0.1734,0.2562,Beans,111.38584474885845,4.052001145095452,2,-63.53448584474886,-72.75723378995434,-54.31173789954338
