crop,tau,tau_lab,lime_tha,yield_resp
Maize,0.5,Q50,5.6000000000000005,1.9599698100788174
Maize,0.5,Q50,5.7,1.948355547332764
Maize,0.5,Q50,5.800000000000001,1.9351057153361724
Maize,0.5,Q50,5.9,1.9202203140890433
Maize,0.5,Q50,6,1.9036993435913772
Maize,0.5,Q50,6.1000000000000005,1.8855428038431727
Maize,0.5,Q50,6.2,1.865750694844431
Maize,0.5,Q50,6.300000000000001,1.8443230165951523
Maize,0.5,Q50,6.4,1.8212597690953356
Maize,0.5,Q50,6.5,1.7965609523449817
Maize,0.5,Q50,6.6000000000000005,1.7702265663440906
Maize,0.5,Q50,6.7,1.7422566110926616
Maize,0.5,Q50,6.800000000000001,1.7126510865906948
Maize,0.5,Q50,6.9,1.6814099928381911
Maize,0.5,Q50,7,1.6485333298351497
Maize,0.8,Q80,0,0
Maize,0.8,Q80,0.1,0.13471202840812946
Maize,0.8,Q80,0.2,0.26665270270656394
Maize,0.8,Q80,0.30000000000000004,0.39582202289530327
Maize,0.8,Q80,0.4,0.5222199889743475
Maize,0.8,Q80,0.5,0.6458466009436967
Maize,0.8,Q80,0.6000000000000001,0.766701858803351
Maize,0.8,Q80,0.7000000000000001,0.88478576255331
Maize,0.8,Q80,0.8,1.000098312193574
Maize,0.8,Q80,0.9,1.1126395077241427
Maize,0.8,Q80,1,1.2224093491450165
Maize,0.8,Q80,1.1,1.3294078364561954
Maize,0.8,Q80,1.2000000000000002,1.4336349696576793
Maize,0.8,Q80,1.3,1.5350907487494678
Maize,0.8,Q80,1.4000000000000001,1.6337751737315613
Maize,0.8,Q80,1.5,1.7296882446039594
Maize,0.8,Q80,1.6,1.8228299613666632
Maize,0.8,Q80,1.7000000000000002,1.9132003240196718
Maize,0.8,Q80,1.8,2.000799332562985
Maize,0.8,Q80,1.9000000000000001,2.085626986996603
Maize,0.8,Q80,2,2.167683287320526
Maize,0.8,Q80,2.1,2.2469682335347545
Maize,0.8,Q80,2.2,2.3234818256392877
Maize,0.8,Q80,2.3000000000000003,2.3972240636341255
Maize,0.8,Q80,2.4000000000000004,2.4681949475192684
Maize,0.8,Q80,2.5,2.536394477294716
Maize,0.8,Q80,2.6,2.6018226529604687
Maize,0.8,Q80,2.7,2.6644794745165266
